fighter_1,fighter_2,bookmaker,type,point,price,fetched_at,commence_time
Belal Muhammad,Gabriel Bonfim,PMU (FR),Over,4.5,1.8,2026-06-06,2026-06-07
Belal Muhammad,Gabriel Bonfim,PMU (FR),Under,4.5,1.93,2026-06-06,2026-06-07
Belal Muhammad,Gabriel Bonfim,Coolbet,Over,3.5,1.56,2026-06-06,2026-06-07
Belal Muhammad,Gabriel Bonfim,Coolbet,Under,3.5,2.5,2026-06-06,2026-06-07
Belal Muhammad,Gabriel Bonfim,BetAnything,Over,3.5,1.56,2026-06-06,2026-06-07
Belal Muhammad,Gabriel Bonfim,BetAnything,Under,3.5,2.5,2026-06-06,2026-06-07
Diego Lopes,Steve Garcia Jr.,1xBet,Over,1.5,1.8,2026-06-06,2026-06-14
Diego Lopes,Steve Garcia Jr.,1xBet,Under,1.5,2.0,2026-06-06,2026-06-14
Bo Nickal,Kyle Daukaus,1xBet,Over,2.5,1.87,2026-06-06,2026-06-14
Bo Nickal,Kyle Daukaus,1xBet,Under,2.5,1.87,2026-06-06,2026-06-14
Derrick Lewis,Josh Hokit,1xBet,Over,1.5,2.62,2026-06-06,2026-06-14
Derrick Lewis,Josh Hokit,1xBet,Under,1.5,1.5,2026-06-06,2026-06-14
Mauricio Ruffy,Michael Chandler,1xBet,Over,1.5,2.1,2026-06-06,2026-06-14
Mauricio Ruffy,Michael Chandler,1xBet,Under,1.5,1.73,2026-06-06,2026-06-14
Sean O'Malley,Aiemann Zahabi,1xBet,Over,2.5,1.45,2026-06-06,2026-06-14
Sean O'Malley,Aiemann Zahabi,1xBet,Under,2.5,2.65,2026-06-06,2026-06-14
Alex Pereira,Ciryl Gane,1xBet,Over,2.5,1.8,2026-06-06,2026-06-15
Alex Pereira,Ciryl Gane,1xBet,Under,2.5,1.95,2026-06-06,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Over,2.5,1.81,2026-06-06,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Under,2.5,1.93,2026-06-06,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Over,1.5,1.8,2026-06-06,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Under,1.5,1.95,2026-06-06,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Over,1.5,1.78,2026-06-06,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Under,1.5,1.97,2026-06-06,2026-06-15
Conor McGregor,Max Holloway,PMU (FR),Over,3.5,1.97,2026-06-06,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Under,3.5,1.76,2026-06-06,2026-07-12
Diego Lopes,Steve Garcia Jr.,BetOnline.ag,Over,1.5,1.77,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,BetOnline.ag,Under,1.5,2.1,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,1xBet,Over,1.5,1.8,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,1xBet,Under,1.5,1.95,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,Pinnacle,Over,1.5,1.81,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,Pinnacle,Under,1.5,2.03,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,Coolbet,Over,1.5,1.77,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,Coolbet,Under,1.5,2.1,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,PMU (FR),Over,1.5,1.81,2026-06-09,2026-06-15
Diego Lopes,Steve Garcia Jr.,PMU (FR),Under,1.5,1.93,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,BetOnline.ag,Over,1.5,1.61,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,BetOnline.ag,Under,1.5,2.45,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,1xBet,Over,2.5,2.15,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,1xBet,Under,2.5,1.69,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,Pinnacle,Over,1.5,1.62,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,Pinnacle,Under,1.5,2.33,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,Coolbet,Over,1.5,1.62,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,Coolbet,Under,1.5,2.35,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,PMU (FR),Over,2.5,2.2,2026-06-09,2026-06-15
Bo Nickal,Kyle Daukaus,PMU (FR),Under,2.5,1.63,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,BetOnline.ag,Over,1.5,2.1,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,BetOnline.ag,Under,1.5,1.77,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,1xBet,Over,1.5,2.1,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,1xBet,Under,1.5,1.71,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,Pinnacle,Over,1.5,2.12,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,Pinnacle,Under,1.5,1.74,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,Coolbet,Over,1.5,2.1,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,Coolbet,Under,1.5,1.77,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,PMU (FR),Over,1.5,2.06,2026-06-09,2026-06-15
Mauricio Ruffy,Michael Chandler,PMU (FR),Under,1.5,1.72,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,Coolbet,Over,1.5,2.65,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,Coolbet,Under,1.5,1.5,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,BetOnline.ag,Over,1.5,2.74,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,BetOnline.ag,Under,1.5,1.5,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,1xBet,Over,1.5,2.6,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,1xBet,Under,1.5,1.48,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,Pinnacle,Over,1.5,2.62,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,Pinnacle,Under,1.5,1.5,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,PMU (FR),Over,1.5,2.5,2026-06-09,2026-06-15
Derrick Lewis,Josh Hokit,PMU (FR),Under,1.5,1.49,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,BetOnline.ag,Over,2.5,1.48,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,BetOnline.ag,Under,2.5,2.8,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,1xBet,Over,2.5,1.53,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,1xBet,Under,2.5,2.62,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,Pinnacle,Over,2.5,1.52,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,Pinnacle,Under,2.5,2.57,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,Coolbet,Over,2.5,1.53,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,Coolbet,Under,2.5,2.58,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,PMU (FR),Over,2.5,1.47,2026-06-09,2026-06-15
Sean O'Malley,Aiemann Zahabi,PMU (FR),Under,2.5,2.55,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,BetOnline.ag,Over,2.5,1.62,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,BetOnline.ag,Under,2.5,2.4,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,1xBet,Over,3.5,1.95,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,1xBet,Under,3.5,1.8,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,Pinnacle,Over,2.5,1.64,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,Pinnacle,Under,2.5,2.29,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,Coolbet,Over,2.5,1.63,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,Coolbet,Under,2.5,2.35,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Over,3.5,2.04,2026-06-09,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Under,3.5,1.73,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,BetOnline.ag,Over,1.5,1.89,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,BetOnline.ag,Under,1.5,1.93,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,Pinnacle,Over,1.5,1.84,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,Pinnacle,Under,1.5,1.98,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Over,1.5,1.87,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Under,1.5,1.87,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,Coolbet,Over,1.5,1.87,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,Coolbet,Under,1.5,1.95,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Over,1.5,1.85,2026-06-09,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Under,1.5,1.88,2026-06-09,2026-06-15
Brandon Royval,Lone'er Kavanagh,1xBet,Over,2.5,1.5,2026-06-09,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Under,2.5,2.48,2026-06-09,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Over,2.5,1.4,2026-06-09,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Under,2.5,2.8,2026-06-09,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Over,0.5,1.45,2026-06-09,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Under,0.5,2.65,2026-06-09,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-06-09,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-06-09,2026-07-12
Conor McGregor,Max Holloway,1xBet,Over,2.5,2.05,2026-06-09,2026-07-12
Conor McGregor,Max Holloway,1xBet,Under,2.5,1.77,2026-06-09,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Over,3.5,1.97,2026-06-09,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Under,3.5,1.76,2026-06-09,2026-07-12
Diego Lopes,Steve Garcia Jr.,BetOnline.ag,Over,1.5,1.77,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,BetOnline.ag,Under,1.5,2.1,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,1xBet,Over,1.5,1.74,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,1xBet,Under,1.5,2.05,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,Pinnacle,Over,1.5,1.73,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,Pinnacle,Under,1.5,2.13,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,BetAnything,Over,1.5,1.71,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,BetAnything,Under,1.5,2.1,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,PMU (FR),Over,1.5,1.76,2026-06-10,2026-06-15
Diego Lopes,Steve Garcia Jr.,PMU (FR),Under,1.5,2.0,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,BetOnline.ag,Over,1.5,1.65,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,BetOnline.ag,Under,1.5,2.35,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,1xBet,Over,2.5,2.2,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,1xBet,Under,2.5,1.67,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,Pinnacle,Over,1.5,1.61,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,Pinnacle,Under,1.5,2.34,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,BetAnything,Over,1.5,1.62,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,BetAnything,Under,1.5,2.3,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,PMU (FR),Over,2.5,2.2,2026-06-10,2026-06-15
Bo Nickal,Kyle Daukaus,PMU (FR),Under,2.5,1.63,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,BetOnline.ag,Over,1.5,1.95,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,BetOnline.ag,Under,1.5,1.87,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,1xBet,Over,1.5,2.05,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,1xBet,Under,1.5,1.74,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,Pinnacle,Over,1.5,2.05,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,Pinnacle,Under,1.5,1.79,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,BetAnything,Over,1.5,1.95,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,BetAnything,Under,1.5,1.8,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,PMU (FR),Over,1.5,1.97,2026-06-10,2026-06-15
Mauricio Ruffy,Michael Chandler,PMU (FR),Under,1.5,1.77,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,BetOnline.ag,Over,1.5,2.7,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,BetOnline.ag,Under,1.5,1.51,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,1xBet,Over,1.5,2.6,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,1xBet,Under,1.5,1.48,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,BetAnything,Over,1.5,2.65,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,BetAnything,Under,1.5,1.51,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,Pinnacle,Over,1.5,2.64,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,Pinnacle,Under,1.5,1.49,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,PMU (FR),Over,1.5,2.7,2026-06-10,2026-06-15
Derrick Lewis,Josh Hokit,PMU (FR),Under,1.5,1.43,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,BetOnline.ag,Over,2.5,1.51,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,BetOnline.ag,Under,2.5,2.7,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,1xBet,Over,2.5,1.53,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,1xBet,Under,2.5,2.62,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,Pinnacle,Over,2.5,1.52,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,Pinnacle,Under,2.5,2.57,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,BetAnything,Over,2.5,1.5,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,BetAnything,Under,2.5,2.7,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,PMU (FR),Over,2.5,1.43,2026-06-10,2026-06-15
Sean O'Malley,Aiemann Zahabi,PMU (FR),Under,2.5,2.65,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,BetOnline.ag,Over,2.5,1.62,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,BetOnline.ag,Under,2.5,2.4,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,1xBet,Over,3.5,1.95,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,1xBet,Under,3.5,1.8,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,Pinnacle,Over,2.5,1.63,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,Pinnacle,Under,2.5,2.3,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,BetAnything,Over,2.5,1.62,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,BetAnything,Under,2.5,2.3,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Over,3.5,2.1,2026-06-10,2026-06-15
Alex Pereira,Ciryl Gane,PMU (FR),Under,3.5,1.68,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,BetOnline.ag,Over,1.5,1.89,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,BetOnline.ag,Under,1.5,1.93,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,Pinnacle,Over,1.5,1.94,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,Pinnacle,Under,1.5,1.88,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Over,1.5,1.87,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,1xBet,Under,1.5,1.87,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,BetAnything,Over,1.5,1.87,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,BetAnything,Under,1.5,1.87,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Over,1.5,1.91,2026-06-10,2026-06-15
Ilia Topuria,Justin Gaethje,PMU (FR),Under,1.5,1.83,2026-06-10,2026-06-15
Brandon Royval,Lone'er Kavanagh,1xBet,Over,2.5,1.5,2026-06-10,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Under,2.5,2.48,2026-06-10,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Over,2.5,1.4,2026-06-10,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Under,2.5,2.8,2026-06-10,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Over,0.5,1.45,2026-06-10,2026-07-12
Gable Steveson,Elisha Ellison,1xBet,Under,0.5,2.65,2026-06-10,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-06-10,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-06-10,2026-07-12
Conor McGregor,Max Holloway,1xBet,Over,2.5,2.05,2026-06-10,2026-07-12
Conor McGregor,Max Holloway,1xBet,Under,2.5,1.77,2026-06-10,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Over,3.5,2.33,2026-06-10,2026-07-12
Conor McGregor,Max Holloway,PMU (FR),Under,3.5,1.56,2026-06-10,2026-07-12
